display_term,occurrence_count,key
far,82,A Tale of Two Cities
drummle,82,Great Expectations
against,82,Great Expectations
account,82,Bleak House
appeared,82,Bleak House
bar,82,Little Dorrit
black,82,Great Expectations
bright,82,Bleak House
charley,82,Oliver Twist
change,82,Little Dorrit
death,82,Bleak House
question,82,Great Expectations
replied,82,Little Dorrit
pleasure,82,Little Dorrit
position,82,Little Dorrit
pet,82,Little Dorrit
object,82,Little Dorrit
letters,82,Bleak House
late,82,Bleak House
looking,82,The Mystery of Edwin Drood
themselves,82,Little Dorrit
together,82,Great Expectations
small,82,Oliver Twist
wade,82,Little Dorrit
wall,82,Little Dorrit
money,81,Great Expectations
rather,81,Oliver Twist
against,81,Oliver Twist
i'll,81,Oliver Twist
idea,81,Little Dorrit
given,81,Little Dorrit
given,81,Bleak House
going,81,Oliver Twist
hair,81,Great Expectations
held,81,Great Expectations
helena,81,The Mystery of Edwin Drood
turn,81,Little Dorrit
sowerberry,81,Oliver Twist
hold,80,Bleak House
answered,80,Little Dorrit
brought,80,A Tale of Two Cities
conversation,80,Bleak House
circumstances,80,Little Dorrit
please,80,Bleak House
open,80,Great Expectations
next,80,Great Expectations
seeing,80,Little Dorrit
shall,80,The Mystery of Edwin Drood
thought,80,The Mystery of Edwin Drood
without,80,The Mystery of Edwin Drood
saw,79,Oliver Twist
returned,79,A Tale of Two Cities
name,79,Oliver Twist
once,79,A Tale of Two Cities
occasion,79,Little Dorrit
monsieur,79,Little Dorrit
london,79,Great Expectations
marquis,79,A Tale of Two Cities
ma'am,79,Oliver Twist
krook,79,Bleak House
power,79,Little Dorrit
reason,79,Little Dorrit
replied,79,Bleak House
close,79,Little Dorrit
dark,79,Oliver Twist
brought,79,Oliver Twist
feel,79,Little Dorrit
wife,79,Little Dorrit
spoke,79,Little Dorrit
honour,78,Bleak House
idea,78,Bleak House
held,78,Little Dorrit
circumstances,78,Bleak House
case,78,Great Expectations
mrs,78,The Mystery of Edwin Drood
once,78,The Mystery of Edwin Drood
new,78,Great Expectations
none,78,Little Dorrit
smile,78,Bleak House
thinking,78,Bleak House
words,78,Great Expectations
yer,78,Oliver Twist
understand,78,Little Dorrit
uncle,78,Little Dorrit
nor,77,Little Dorrit
new,77,Oliver Twist
office,77,Bleak House
observed,77,Bleak House
moment,77,Oliver Twist
possible,77,Bleak House
poor,77,Great Expectations
cloisterham,77,The Mystery of Edwin Drood
baronet,77,Bleak House
against,77,A Tale of Two Cities
hat,77,Little Dorrit
going,77,The Mystery of Edwin Drood
glass,77,Bleak House
husband,77,Bleak House
hours,77,Bleak House
interest,77,Bleak House
first,77,The Mystery of Edwin Drood
fire,77,Oliver Twist
duty,77,Bleak House
words,77,A Tale of Two Cities
therefore,77,Little Dorrit
though,77,Oliver Twist
therefore,77,Bleak House
fell,76,Little Dorrit
friend,76,A Tale of Two Cities
anything,76,Oliver Twist
away,76,The Mystery of Edwin Drood
canon,76,The Mystery of Edwin Drood
paper,76,Bleak House
repeated,76,Little Dorrit
quiet,76,Little Dorrit
prison,76,A Tale of Two Cities
mention,76,Bleak House
shop,76,Bleak House
streets,76,A Tale of Two Cities
you’ll,76,Little Dorrit
turveydrop,76,Bleak House
used,76,Little Dorrit
set,75,Great Expectations
short,75,Oliver Twist
mine,75,Little Dorrit
ready,75,Bleak House
bad,75,Bleak House
among,75,Great Expectations
havisham's,75,Great Expectations
hands,75,The Mystery of Edwin Drood
interest,75,Little Dorrit
until,75,Oliver Twist
yet,75,The Mystery of Edwin Drood
standing,75,Little Dorrit
sort,75,Little Dorrit
there's,75,Bleak House
talk,75,Bleak House
heart,74,A Tale of Two Cities
frederick,74,Little Dorrit
five,74,Little Dorrit
appearance,74,Little Dorrit
ah,74,Little Dorrit
air,74,The Mystery of Edwin Drood
behind,74,Great Expectations
chancellor,74,Bleak House
moment,74,A Tale of Two Cities
name,74,The Mystery of Edwin Drood
keep,74,Oliver Twist
side,74,A Tale of Two Cities
taken,74,A Tale of Two Cities
tea,74,Little Dorrit
wine,74,Little Dorrit
wanted,74,Bleak House
jobling,73,Bleak House
lay,73,Great Expectations
manner,73,Oliver Twist
natural,73,Bleak House
necessary,73,Bleak House
occasion,73,Bleak House
mean,73,Great Expectations
passed,73,Oliver Twist
certain,73,Bleak House
baptist,73,Little Dorrit
afraid,73,Little Dorrit
afraid,73,Bleak House
able,73,Bleak House
answer,73,Bleak House
ask,73,Great Expectations
feeling,73,Little Dorrit
gone,73,Oliver Twist
jacques,73,A Tale of Two Cities
walked,73,Oliver Twist
turning,73,Oliver Twist
turn,73,Bleak House
why,73,The Mystery of Edwin Drood
sydney,73,A Tale of Two Cities
ill,72,Little Dorrit
having,72,A Tale of Two Cities
great,72,The Mystery of Edwin Drood
feel,72,Bleak House
father's,72,Little Dorrit
dog,72,Oliver Twist
air,72,Oliver Twist
bed,72,Great Expectations
country,72,Little Dorrit
cries,72,Bleak House
poor,72,The Mystery of Edwin Drood
place,72,The Mystery of Edwin Drood
mean,72,Oliver Twist
nobody,72,Little Dorrit
keep,72,Great Expectations
taken,72,Oliver Twist
tony,72,Bleak House
tom,72,Bleak House
town,72,Bleak House
spoke,72,Bleak House
turnkey,72,Little Dorrit
judy,71,Bleak House
low,71,Great Expectations
ought,71,Bleak House
received,71,Little Dorrit
received,71,Bleak House
show,71,Little Dorrit
dark,71,Great Expectations
darling,71,Bleak House
days,71,Bleak House
cathedral,71,The Mystery of Edwin Drood
chapter,71,Little Dorrit
aunt,71,Little Dorrit
brother,71,Bleak House
along,71,Little Dorrit
enough,71,Great Expectations
enough,71,A Tale of Two Cities
expression,71,Little Dorrit
followed,71,Little Dorrit
half,71,A Tale of Two Cities
grandfather,71,Bleak House
hundred,71,Bleak House
it!,71,Bleak House
white,71,Little Dorrit
why,71,A Tale of Two Cities
wind,71,Bleak House
tears,71,Bleak House
gone,70,A Tale of Two Cities
gentleman,70,A Tale of Two Cities
hat,70,Bleak House
em,70,Bleak House
arm,70,Great Expectations
attention,70,Bleak House
boythorn,70,Bleak House
badger,70,Bleak House
behind,70,Oliver Twist
purpose,70,Little Dorrit
live,70,Bleak House
old,70,A Christmas Carol
mine,70,Great Expectations
try,70,Little Dorrit
thus,70,Little Dorrit
step,70,Bleak House
stopped,70,Bleak House
stopped,70,Great Expectations
speak,70,Oliver Twist
slowly,70,Little Dorrit
sit,70,Bleak House
sits,70,Bleak House
whom,70,A Tale of Two Cities
writing,70,Bleak House
walked,70,Little Dorrit
open,69,Oliver Twist
lost,69,Bleak House
man,69,A Christmas Carol
married,69,Bleak House
lay,69,Bleak House
opinion,69,Little Dorrit
passed,69,Great Expectations
people,69,Great Expectations
pray,69,Bleak House
show,69,Bleak House
shut,69,Bleak House
return,69,Little Dorrit
bleeding,69,Little Dorrit
able,69,Little Dorrit
cannot,69,Little Dorrit
company,69,Bleak House
confidence,69,Bleak House
creature,69,Little Dorrit
ground,69,Little Dorrit
jack,69,The Mystery of Edwin Drood
waiting,69,Little Dorrit
whether,69,Oliver Twist
whatever,69,Little Dorrit
window,69,Oliver Twist
woman,69,A Tale of Two Cities
itself,68,Bleak House
iron,68,Bleak House
hat,68,Oliver Twist
em,68,Little Dorrit
fortune,68,Little Dorrit
except,68,Bleak House
consider,68,Bleak House
cold,68,Oliver Twist
cause,68,Bleak House
chapter,68,Bleak House
air,68,A Tale of Two Cities
almost,68,Oliver Twist
bring,68,Little Dorrit
beyond,68,Little Dorrit
pleasant,68,Bleak House
lay,68,A Tale of Two Cities
lay,68,Little Dorrit
length,68,Oliver Twist
lived,68,Little Dorrit
myself,68,The Mystery of Edwin Drood
ma’am,68,Little Dorrit
word,68,A Tale of Two Cities
yes,68,The Mystery of Edwin Drood
visitor,68,Little Dorrit
upstairs,68,Bleak House
sorry,68,Bleak House
street,68,A Tale of Two Cities
state,68,Great Expectations
time,68,A Christmas Carol
none,67,Bleak House
long,67,The Mystery of Edwin Drood
master,67,Little Dorrit
madame,67,Little Dorrit
mademoiselle,67,Bleak House
please,67,Little Dorrit
pocket,67,Little Dorrit
power,67,Bleak House
passed,67,A Tale of Two Cities
room,67,The Mystery of Edwin Drood
several,67,Bleak House
sense,67,Bleak House
boys,67,Oliver Twist
appearance,67,Bleak House
change,67,Bleak House
cold,67,Bleak House
close,67,Oliver Twist
conversation,67,Little Dorrit
dead,67,A Tale of Two Cities
ever,67,The Mystery of Edwin Drood
evening,67,Great Expectations
four,67,Little Dorrit
drood,67,The Mystery of Edwin Drood
either,67,Bleak House
dinner,67,Great Expectations
good,67,A Christmas Carol
hours,67,Little Dorrit
hope,67,Oliver Twist
till,67,Oliver Twist
tone,67,Little Dorrit
thus,67,Bleak House
things,67,A Tale of Two Cities
ten,67,Bleak House
speaking,67,Little Dorrit
twenty,67,Little Dorrit
turning,67,Bleak House
whatever,67,Bleak House
water,67,Bleak House
wrong,67,Bleak House
’s,67,Little Dorrit
wife,67,Bleak House
didn't,66,Bleak House
except,66,Little Dorrit
death,66,A Tale of Two Cities
asks,66,Bleak House
beautiful,66,Bleak House
sense,66,Little Dorrit
shop,66,A Tale of Two Cities
seen,66,Oliver Twist
pleasure,66,Bleak House
putting,66,Bleak House
present,66,Great Expectations
remember,66,Bleak House
making,66,Great Expectations
need,66,Bleak House
near,66,Great Expectations
won’t,66,Little Dorrit
you'll,66,Bleak House
white,66,Oliver Twist
tears,66,Little Dorrit
suit,66,Bleak House
truth,66,Bleak House
trust,66,Bleak House
married,65,Little Dorrit
large,65,Oliver Twist
replied,65,Great Expectations
quite,65,A Tale of Two Cities
provis,65,Great Expectations
ought,65,Little Dorrit
shaking,65,Bleak House
road,65,Little Dorrit
round,65,A Tale of Two Cities
rick,65,Bleak House
bring,65,Bleak House
dead,65,Oliver Twist
curious,65,Bleak House
excuse,65,Bleak House
fellow,65,Great Expectations
down,65,A Christmas Carol
together,65,Oliver Twist
taking,65,Great Expectations
something,65,The Mystery of Edwin Drood
strong,65,A Tale of Two Cities
water,65,Oliver Twist
walk,65,Little Dorrit
whom,65,Oliver Twist
door,64,The Mystery of Edwin Drood
easy,64,Bleak House
husband,64,Little Dorrit
full,64,Oliver Twist
gate,64,Great Expectations
course,64,Oliver Twist
consideration,64,Bleak House
can't,64,Oliver Twist
become,64,Little Dorrit
arm,64,A Tale of Two Cities
above,64,Little Dorrit
account,64,Little Dorrit
several,64,Little Dorrit
secret,64,Bleak House
sight,64,Little Dorrit
putting,64,Little Dorrit
replies,64,Bleak House
lady,64,The Mystery of Edwin Drood
knowledge,64,Little Dorrit
knew,64,Oliver Twist
nature,64,Bleak House
merdle's,64,Little Dorrit
window,64,Great Expectations
within,64,A Tale of Two Cities
walk,64,Great Expectations
sure,64,Great Expectations
together,64,A Tale of Two Cities
matter,63,Oliver Twist
mother,63,Oliver Twist
nobody,63,Bleak House
lady's,63,Bleak House
laid,63,Bleak House
leave,63,Great Expectations
low,63,Oliver Twist
little,63,A Christmas Carol
purpose,63,Bleak House
outside,63,Little Dorrit
paris,63,A Tale of Two Cities
pocket,63,Oliver Twist
returned,63,The Mystery of Edwin Drood
rose,63,Little Dorrit
road,63,Bleak House
business,63,Great Expectations
called,63,Great Expectations
chapter,63,Great Expectations
children,63,Little Dorrit
couldn't,63,Bleak House
decimus,63,Little Dorrit
friend,63,Great Expectations
heard,63,A Tale of Two Cities
hair,63,A Tale of Two Cities
fell,63,Oliver Twist
told,63,Oliver Twist
tell,63,The Mystery of Edwin Drood
speaking,63,Bleak House
wanted,63,Great Expectations
wonder,63,Little Dorrit
work,63,Great Expectations
fact,62,Bleak House
find,62,Great Expectations
half,62,The Mystery of Edwin Drood
days,62,Great Expectations
daughter,62,A Tale of Two Cities
creature,62,Bleak House
broken,62,Little Dorrit
afterwards,62,Bleak House
afterwards,62,Little Dorrit
already,62,Bleak House
always,62,The Mystery of Edwin Drood
prince,62,Bleak House
remember,62,Little Dorrit
lay,62,Oliver Twist
wouldn't,62,Bleak House
sound,62,Little Dorrit
strong,62,Bleak House
strange,62,Bleak House
stopped,62,A Tale of Two Cities
stands,62,Bleak House
tattycoram,62,Little Dorrit
thinking,62,Little Dorrit
thought,62,A Tale of Two Cities
towards,62,A Tale of Two Cities
laid,61,Little Dorrit
kitchen,61,Great Expectations
kept,61,Great Expectations
reason,61,Great Expectations
opinion,61,Bleak House
paper,61,Little Dorrit
return,61,Bleak House
ask,61,A Tale of Two Cities
citizen,61,A Tale of Two Cities
chapter,61,Oliver Twist
grimwig,61,Oliver Twist
hear,61,Great Expectations
happened,61,Little Dorrit
gate,61,Little Dorrit
further,61,Little Dorrit
i'm,61,Oliver Twist
hold,61,Little Dorrit
indeed,61,Great Expectations
few,61,Great Expectations
four,61,Bleak House
found,61,A Tale of Two Cities
floor,61,Bleak House
fact,61,Little Dorrit
expected,61,Bleak House
town,61,Great Expectations
toby,61,Oliver Twist
staircase,61,Little Dorrit
stood,61,Oliver Twist
slowly,61,Bleak House
wouldn’t,61,Little Dorrit
yet,61,Oliver Twist
what's,61,Oliver Twist
expected,60,Little Dorrit
expression,60,Bleak House
four,60,Great Expectations
form,60,Little Dorrit
doubt,60,Great Expectations
free,60,Little Dorrit
coach,60,Great Expectations
cried,60,Great Expectations
corner,60,The Mystery of Edwin Drood
dare,60,Bleak House
death,60,Oliver Twist
across,60,Bleak House
became,60,Great Expectations
beg,60,Little Dorrit
right,60,The Mystery of Edwin Drood
seemed,60,A Tale of Two Cities
perhaps,60,The Mystery of Edwin Drood
ready,60,Little Dorrit
proud,60,Little Dorrit
know,60,A Christmas Carol
knowing,60,Little Dorrit
knowledge,60,Bleak House
ladies,60,Bleak House
lawyer,60,Bleak House
love,60,Great Expectations
lost,60,Little Dorrit
nor,60,Oliver Twist
next,60,Oliver Twist
natural,60,Little Dorrit
myself,60,A Tale of Two Cities
whole,60,Great Expectations
voice,60,Great Expectations
windows,60,Bleak House
smile,60,Little Dorrit
soon,60,Oliver Twist
spy,60,A Tale of Two Cities
lying,59,Bleak House
kind,59,Great Expectations
person,59,Great Expectations
particular,59,Little Dorrit
seeing,59,Bleak House
beg,59,Bleak House
began,59,Oliver Twist
besides,59,Bleak House
bear,59,Little Dorrit
bright,59,Little Dorrit
arms,59,Little Dorrit
attention,59,Little Dorrit
alone,59,Oliver Twist
among,59,The Mystery of Edwin Drood
corner,59,A Tale of Two Cities
coach,59,Bleak House
character,59,Bleak House
france,59,A Tale of Two Cities
gentleman,59,The Mystery of Edwin Drood
hard,59,Oliver Twist
hard,59,Great Expectations
hold,59,Great Expectations
home,59,A Tale of Two Cities
drawing,59,Bleak House
easy,59,Little Dorrit
drew,59,Oliver Twist
forward,59,Bleak House
favour,59,Little Dorrit
far,59,Oliver Twist
spirit,59,Little Dorrit
street,59,Great Expectations
speak,59,A Tale of Two Cities
thing,59,Oliver Twist
touch,59,Little Dorrit
worth,59,Little Dorrit
you're,59,Oliver Twist
water,59,Great Expectations
eye,58,Oliver Twist
former,58,Little Dorrit
fire,58,A Tale of Two Cities
early,58,Bleak House
either,58,Little Dorrit
hour,58,A Tale of Two Cities
harry,58,Oliver Twist
heaven,58,Bleak House
ground,58,Oliver Twist
hall,58,Bleak House
gentlemen,58,Little Dorrit
corney,58,Oliver Twist
deal,58,Little Dorrit
datchery,58,The Mystery of Edwin Drood
against,58,The Mystery of Edwin Drood
ah,58,Bleak House
breakfast,58,Bleak House
bleak,58,Bleak House
beyond,58,Bleak House
become,58,Bleak House
believe,58,Great Expectations
river,58,Great Expectations
pardon,58,Bleak House
pass,58,Little Dorrit
perfectly,58,Bleak House
known,58,A Tale of Two Cities
light,58,The Mystery of Edwin Drood
office,58,Great Expectations
matron,58,Oliver Twist
wall,58,Bleak House
visit,58,Bleak House
won't,58,Oliver Twist
women,58,A Tale of Two Cities
woman,58,Great Expectations
together,58,The Mystery of Edwin Drood
tip,58,Little Dorrit
supposed,58,Little Dorrit
something,58,A Tale of Two Cities
meant,57,Bleak House
morrow,57,Bleak House
lived,57,Bleak House
mann,57,Oliver Twist
letter,57,Little Dorrit
part,57,Oliver Twist
person,57,Oliver Twist
perhaps,57,Oliver Twist
pipe,57,Bleak House
quietly,57,Bleak House
secret,57,Little Dorrit
silence,57,Oliver Twist
side,57,The Mystery of Edwin Drood
showed,57,Little Dorrit
bad,57,Little Dorrit
aged,57,Great Expectations
added,57,Little Dorrit
among,57,Oliver Twist
appeared,57,Great Expectations
couldn’t,57,Little Dorrit
henry,57,Little Dorrit
dog,57,Little Dorrit
didn't,57,Great Expectations
didn’t,57,Little Dorrit
felt,57,Oliver Twist
fine,57,Little Dorrit
followed,57,Oliver Twist
feet,57,Little Dorrit
exclaimed,57,Oliver Twist
streets,57,Little Dorrit
spoke,57,Oliver Twist
tea,57,Bleak House
taking,57,Oliver Twist
within,57,Great Expectations
years,57,Great Expectations
walls,57,Little Dorrit
weevle,57,Bleak House
far,56,The Mystery of Edwin Drood
forget,56,Little Dorrit
fire,56,The Mystery of Edwin Drood
died,56,Bleak House
downstairs,56,Bleak House
high,56,Great Expectations
highly,56,Little Dorrit
further,56,Bleak House
help,56,Great Expectations
he's,56,Oliver Twist
call,56,Great Expectations
always,56,Oliver Twist
answered,56,Great Expectations
ain't,56,Great Expectations
beautiful,56,Little Dorrit
box,56,Little Dorrit
self,56,Little Dorrit
she,56,A Christmas Carol
rooms,56,Bleak House
saint,56,A Tale of Two Cities
public,56,Bleak House
reason,56,Bleak House
read,56,Great Expectations
read,56,Little Dorrit
red,56,A Tale of Two Cities
remained,56,Little Dorrit
point,56,Great Expectations
order,56,Bleak House
kept,56,Bleak House
love,56,A Tale of Two Cities
mentioned,56,Little Dorrit
mere,56,Little Dorrit
number,56,Little Dorrit
white,56,Great Expectations
what's,56,Bleak House
tears,56,Oliver Twist
streets,56,Bleak House
story,56,Bleak House
